gene_id	external_gene_name	entrezgene
ENSG00000132530	XAF1	54739
ENSG00000181924	COA4	51287
ENSG00000189114	BLOC1S3	388552
ENSG00000129484	PARP2	10038
ENSG00000100982	PCIF1	63935
ENSG00000168476	REEP4	80346
ENSG00000154845	PPP4R1	9989
ENSG00000100764	PSMC1	5700
ENSG00000119888	EPCAM	4072
ENSG00000094916	CBX5	23468
ENSG00000236177	HLA-DPA1	3113
ENSG00000198815	FOXJ3	22887
ENSG00000130816	DNMT1	1786
ENSG00000155097	ATP6V1C1	528
ENSG00000105443	CYTH2	9266
ENSG00000170191	NANP	140838
ENSG00000125618	PAX8	7849
ENSG00000275779	NTAN1	123803
ENSG00000166200	COPS2	9318
ENSG00000265354	TIMM23	100287932
ENSG00000172137	CALB2	794
ENSG00000155380	SLC16A1	6566
ENSG00000136816	TOR1B	27348
ENSG00000005889	ZFX	7543
ENSG00000139318	DUSP6	1848
ENSG00000164548	TRA2A	29896
ENSG00000138061	CYP1B1	1545
ENSG00000088280	ASAP3	55616
ENSG00000086200	IPO11	51194
ENSG00000086200	IPO11	101180901
ENSG00000122033	MTIF3	219402
ENSG00000120800	UTP20	27340
ENSG00000198707	CEP290	80184
ENSG00000267467	APOC4	346
ENSG00000159658	EFCAB14	9813
ENSG00000117262	GPR89A	51463
ENSG00000117262	GPR89A	653519
ENSG00000002330	BAD	572
ENSG00000066084	DIP2B	57609
ENSG00000136758	YME1L1	10730
ENSG00000157212	PAXIP1	22976
ENSG00000122299	ZC3H7A	29066
ENSG00000145050	MANF	7873
ENSG00000167315	ACAA2	10449
ENSG00000109061	MYH1	4619
ENSG00000035664	DAPK2	23604
ENSG00000105993	DNAJB6	10049
ENSG00000119899	SLC17A5	26503
ENSG00000090530	P3H2	55214
ENSG00000136319	TTC5	91875
ENSG00000169564	PCBP1	5093
ENSG00000126790	L3HYPDH	112849
ENSG00000093000	NUP50	10762
ENSG00000166140	ZFYVE19	84936
ENSG00000055955	ITIH4	3700
ENSG00000187866	FAM122A	116224
ENSG00000234000	PPP1R18	170954
ENSG00000234000	PPP1R18	107987457
ENSG00000032389	EIPR1	7260
ENSG00000134371	CDC73	79577
ENSG00000169871	TRIM56	81844
ENSG00000132670	PTPRA	5786
ENSG00000183486	MX2	4600
ENSG00000116747	TROVE2	6738
ENSG00000125991	ERGIC3	51614
ENSG00000188215	DCUN1D3	123879
ENSG00000038210	PI4K2B	55300
ENSG00000011485	PPP5C	5536
ENSG00000177156	TALDO1	6888
ENSG00000131016	AKAP12	9590
ENSG00000112210	RAB23	51715
ENSG00000167004	PDIA3	2923
ENSG00000106443	PHF14	9678
ENSG00000235650	RPS18	6222
ENSG00000143119	CD53	963
ENSG00000111716	LDHB	3945
ENSG00000144741	SLC25A26	115286
ENSG00000266173	STRADA	92335
ENSG00000055957	ITIH1	3697
ENSG00000130254	SAFB2	9667
ENSG00000225590	VPS52	6293
ENSG00000164327	RICTOR	253260
ENSG00000188878	FBF1	85302
ENSG00000121316	PLBD1	79887
ENSG00000121931	LRIF1	55791
ENSG00000188167	TMPPE	643853
ENSG00000063046	EIF4B	1975
ENSG00000170266	GLB1	2720
ENSG00000115306	SPTBN1	6711
ENSG00000086589	RBM22	55696
ENSG00000179604	CDC42EP4	23580
ENSG00000144749	LRIG1	26018
ENSG00000080573	COL5A3	50509
ENSG00000100401	RANGAP1	5905
ENSG00000180228	PRKRA	8575
ENSG00000125482	TTF1	7270
ENSG00000166471	TMEM41B	440026
ENSG00000100442	FKBP3	2287
ENSG00000204316	MRPL38	64978
ENSG00000124596	OARD1	221443
ENSG00000120802	TMPO	7112
ENSG00000173486	FKBP2	2286
ENSG00000185246	PRPF39	55015
ENSG00000073578	SDHA	6389
ENSG00000167986	DDB1	1642
ENSG00000141971	MVB12A	93343
ENSG00000168566	SNRNP48	154007
ENSG00000165512	ZNF22	7570
ENSG00000140931	CMTM3	123920
ENSG00000179335	CLK3	1198
ENSG00000107890	ANKRD26	22852
ENSG00000197183	NOL4L	140688
ENSG00000153214	TMEM87B	84910
ENSG00000165322	ARHGAP12	94134
ENSG00000198677	TTC37	9652
ENSG00000111077	TNS2	23371
ENSG00000171488	LRRC8C	84230
ENSG00000181852	RNF41	10193
ENSG00000135002	RFK	55312
ENSG00000185238	PRMT3	10196
ENSG00000110367	DDX6	1656
ENSG00000100403	ZC3H7B	23264
ENSG00000105808	RASA4	10156
ENSG00000171492	LRRC8D	55144
ENSG00000124299	PEPD	5184
ENSG00000084623	EIF3I	8668
ENSG00000228267	C4B	721
ENSG00000160299	PCNT	5116
ENSG00000197056	ZMYM1	79830
ENSG00000120008	WDR11	55717
ENSG00000173801	JUP	3728
ENSG00000128708	HAT1	8520
ENSG00000137177	KIF13A	63971
ENSG00000092621	PHGDH	26227
ENSG00000120278	PLEKHG1	57480
ENSG00000160208	RRP1B	23076
ENSG00000172878	METAP1D	254042
ENSG00000001167	NFYA	4800
ENSG00000134255	CEPT1	10390
ENSG00000101126	ADNP	23394
ENSG00000276021	WDR81	124997
ENSG00000115840	SLC25A12	8604
ENSG00000184575	XPOT	11260
ENSG00000179151	EDC3	80153
ENSG00000239264	TXNDC5	81567
ENSG00000165209	STRBP	55342
ENSG00000154127	UBASH3B	84959
ENSG00000171105	INSR	3643
ENSG00000136522	MRPL47	57129
ENSG00000197892	KIF13B	23303
ENSG00000159640	ACE	1636
ENSG00000164916	FOXK1	221937
ENSG00000136699	SMPD4	55627
ENSG00000188428	BLOC1S5	63915
ENSG00000117305	HMGCL	3155
ENSG00000132912	DCTN4	51164
ENSG00000000419	DPM1	8813
ENSG00000170043	TRAPPC1	58485
ENSG00000103653	CSK	1445
ENSG00000131067	GGT7	2686
ENSG00000156171	DRAM2	128338
ENSG00000136518	ACTL6A	86
ENSG00000106772	PRUNE2	158471
ENSG00000204568	MRPS18B	28973
ENSG00000145349	CAMK2D	817
ENSG00000124802	EEF1E1	9521
ENSG00000149476	TKFC	26007
ENSG00000122861	PLAU	5328
ENSG00000162664	ZNF326	284695
ENSG00000125484	GTF3C4	9329
ENSG00000021762	OSBPL5	114879
ENSG00000204569	PPP1R10	5514
ENSG00000131069	ACSS2	55902
ENSG00000125485	DDX31	64794
ENSG00000205038	PKHD1L1	93035
ENSG00000183735	TBK1	29110
ENSG00000139579	NABP2	79035
ENSG00000069020	MAST4	375449
ENSG00000198729	PPP1R14C	81706
ENSG00000196935	SRGAP1	57522
ENSG00000274442	PRPF8	10594
ENSG00000130303	BST2	684
ENSG00000101464	PIGU	128869
ENSG00000170421	KRT8	3856
ENSG00000138621	PPCDC	60490
ENSG00000084092	NOA1	84273
ENSG00000137944	KYAT3	56267
ENSG00000042493	CAPG	822
ENSG00000230141	HLA-DOA	3111
ENSG00000172081	MOB3A	126308
ENSG00000092841	MYL6	4637
ENSG00000187091	PLCD1	5333
ENSG00000109171	SLAIN2	57606
ENSG00000176095	IP6K1	9807
ENSG00000204592	HLA-E	3133
ENSG00000137054	POLR1E	64425
ENSG00000247626	MARS2	92935
ENSG00000106541	AGR2	10551
ENSG00000132613	MTSS1L	92154
ENSG00000162437	RAVER2	55225
ENSG00000137842	TMEM62	80021
ENSG00000113657	DPYSL3	1809
ENSG00000206282	RGL2	5863
ENSG00000128463	EMC4	51234
ENSG00000138448	ITGAV	3685
ENSG00000112118	MCM3	4172
ENSG00000167711	SERPINF2	5345
ENSG00000167862	MRPL58	3396
ENSG00000089195	TRMT6	51605
ENSG00000172922	RNASEH2C	84153
ENSG00000170004	CHD3	1107
ENSG00000007038	PRSS21	10942
ENSG00000213930	GALT	2592
ENSG00000204370	SDHD	6392
ENSG00000074964	ARHGEF10L	55160
ENSG00000138709	LARP1B	55132
ENSG00000175054	ATR	545
ENSG00000228875	CSNK2B	1460
ENSG00000166997	CNPY4	245812
ENSG00000172432	GTPBP2	54676
ENSG00000111802	TDP2	51567
ENSG00000144381	HSPD1	3329
ENSG00000270757	HSPE1-MOB4	100529241
ENSG00000119844	AFTPH	54812
ENSG00000071051	NCK2	8440
ENSG00000136193	SCRN1	9805
ENSG00000162521	RBBP4	5928
ENSG00000166482	MFAP4	4239
ENSG00000133138	TBC1D8B	54885
ENSG00000164828	SUN1	23353
ENSG00000198752	CDC42BPB	9578
ENSG00000128039	SRD5A3	79644
ENSG00000065183	WDR3	10885
ENSG00000233813	MRPS18B	28973
ENSG00000204628	RACK1	10399
ENSG00000017260	ATP2C1	27032
ENSG00000133059	DSTYK	25778
ENSG00000107625	DDX50	79009
ENSG00000121691	CAT	847
ENSG00000186001	LRCH3	84859
ENSG00000183258	DDX41	51428
ENSG00000104332	SFRP1	6422
ENSG00000106853	PTGR1	22949
ENSG00000204131	NHSL2	340527
ENSG00000204131	NHSL2	392490
ENSG00000143842	SOX13	9580
ENSG00000131507	NDFIP1	80762
ENSG00000143033	MTF2	22823
ENSG00000105894	PTN	5764
ENSG00000058673	ZC3H11A	9877
ENSG00000114030	KPNA1	3836
ENSG00000184470	TXNRD2	10587
ENSG00000110395	CBL	867
ENSG00000051523	CYBA	1535
ENSG00000197635	DPP4	1803
ENSG00000184956	MUC6	4588
ENSG00000187624	C17orf97	400566
ENSG00000128487	SPECC1	92521
ENSG00000240972	MIF	4282
ENSG00000126775	ATG14	22863
ENSG00000146674	IGFBP3	3486
ENSG00000114767	RRP9	9136
ENSG00000186184	POLR1D	51082
ENSG00000128581	IFT22	64792
ENSG00000103091	WDR59	79726
ENSG00000146918	NCAPG2	54892
ENSG00000123240	OPTN	10133
ENSG00000129158	SERGEF	26297
ENSG00000149311	ATM	472
ENSG00000001561	ENPP4	22875
ENSG00000198542	ITGBL1	9358
ENSG00000132313	MRPL35	51318
ENSG00000111907	TPD52L1	7164
ENSG00000091542	ALKBH5	54890
ENSG00000117114	ADGRL2	23266
ENSG00000170248	PDCD6IP	10015
ENSG00000148339	SLC25A25	114789
ENSG00000100129	EIF3L	51386
ENSG00000180822	PSMG4	389362
ENSG00000129292	PHF20L1	51105
ENSG00000156928	MALSU1	115416
ENSG00000136021	SCYL2	55681
ENSG00000130589	HELZ2	85441
ENSG00000091831	ESR1	2099
ENSG00000106723	SPIN1	10927
ENSG00000095485	CWF19L1	55280
ENSG00000116157	GPX7	2882
ENSG00000221926	TRIM16	10626
ENSG00000012223	LTF	4057
ENSG00000152464	RPP38	10557
ENSG00000137267	TUBB2A	7280
ENSG00000134389	CFHR5	81494
ENSG00000229006	TRIM27	5987
ENSG00000161533	ACOX1	51
ENSG00000101193	GID8	54994
ENSG00000145817	YIPF5	81555
ENSG00000134684	YARS	8565
ENSG00000131242	RAB11FIP4	84440
ENSG00000015285	WAS	7454
ENSG00000114853	ZBTB47	92999
ENSG00000136436	CALCOCO2	10241
ENSG00000117395	EBNA1BP2	10969
ENSG00000123843	C4BPB	725
ENSG00000123297	TSFM	10102
ENSG00000079332	SAR1A	56681
ENSG00000184357	HIST1H1B	3009
ENSG00000115468	EFHD1	80303
ENSG00000162896	PIGR	5284
ENSG00000023909	GCLM	2730
ENSG00000135250	SRPK2	6733
ENSG00000168000	BSCL2	26580
ENSG00000154914	USP43	124739
ENSG00000134247	PTGFRN	5738
ENSG00000166819	PLIN1	5346
ENSG00000109805	NCAPG	64151
ENSG00000112701	SENP6	26054
ENSG00000001084	GCLC	2729
ENSG00000163257	DCAF16	54876
ENSG00000198087	CD2AP	23607
ENSG00000085265	FCN1	2219
ENSG00000170873	MTSS1	9788
ENSG00000197111	PCBP2	5094
ENSG00000115648	MLPH	79083
ENSG00000115866	DARS	1615
ENSG00000100122	CRYBB1	1414
ENSG00000129657	SEC14L1	6397
ENSG00000178982	EIF3K	27335
ENSG00000122176	FMOD	2331
ENSG00000094796	KRT31	3881
ENSG00000165898	ISCA2	122961
ENSG00000232045	EHMT2	10919
ENSG00000175575	PAAF1	80227
ENSG00000176619	LMNB2	84823
ENSG00000162998	FRZB	2487
ENSG00000021852	C8B	732
ENSG00000197323	TRIM33	51592
ENSG00000145391	SETD7	80854
ENSG00000164253	WDR41	55255
ENSG00000116774	OLFML3	56944
ENSG00000102024	PLS3	5358
ENSG00000077232	DNAJC10	54431
ENSG00000137133	HINT2	84681
ENSG00000119720	NRDE2	55051
ENSG00000127125	PPCS	79717
ENSG00000135046	ANXA1	301
ENSG00000069974	RAB27A	5873
ENSG00000139637	C12orf10	60314
ENSG00000119688	ABCD4	5826
ENSG00000117614	SYF2	25949
ENSG00000165417	GTF2A1	2957
ENSG00000109775	UFSP2	55325
ENSG00000136104	RNASEH2B	79621
ENSG00000139329	LUM	4060
ENSG00000112763	BTN2A1	11120
ENSG00000206490	ABCF1	23
ENSG00000120616	EPC1	80314
ENSG00000204348	DXO	1797
ENSG00000026950	BTN3A1	11119
ENSG00000123329	ARHGAP9	64333
ENSG00000213699	SLC35F6	54978
ENSG00000146242	TPBG	7162
ENSG00000133773	CCDC59	29080
ENSG00000173442	EHBP1L1	254102
ENSG00000107951	MTPAP	55149
ENSG00000110768	GTF2H1	2965
ENSG00000275023	MLLT6	4302
ENSG00000184508	HDDC3	374659
ENSG00000140365	COMMD4	54939
ENSG00000105664	COMP	1311
ENSG00000142186	SCYL1	57410
ENSG00000134717	BTF3L4	91408
ENSG00000213639	PPP1CB	5500
ENSG00000161544	CYGB	114757
ENSG00000242335	CFB	629
ENSG00000075539	FRYL	285527
ENSG00000163297	ANTXR2	118429
ENSG00000233149	GTF2H4	2968
ENSG00000145715	RASA1	5921
ENSG00000172315	TP53RK	112858
ENSG00000123562	MORF4L2	9643
ENSG00000180198	RCC1	1104
ENSG00000151632	AKR1C2	1646
ENSG00000144524	COPS7B	64708
ENSG00000178741	COX5A	9377
ENSG00000099940	SNAP29	9342
ENSG00000140332	TLE3	7090
ENSG00000233904	HLA-E	3133
ENSG00000204065	TCEAL5	340543
ENSG00000160075	SSU72	29101
ENSG00000261371	PECAM1	5175
ENSG00000108312	UBTF	7343
ENSG00000274287	SCRIB	23513
ENSG00000100084	HIRA	7290
ENSG00000015475	BID	637
ENSG00000166900	STX3	6809
ENSG00000108479	GALK1	2584
ENSG00000101577	LPIN2	9663
ENSG00000145649	GZMA	3001
ENSG00000278741	ABR	29
ENSG00000004468	CD38	952
ENSG00000129696	TTI2	80185
ENSG00000027001	MIPEP	4285
ENSG00000101596	SMCHD1	23347
ENSG00000206286	VPS52	6293
ENSG00000196776	CD47	961
ENSG00000014138	POLA2	23649
ENSG00000009780	FAM76A	199870
ENSG00000239282	CASTOR1	652968
ENSG00000137145	DENND4C	55667
ENSG00000124164	VAPB	9217
ENSG00000132256	TRIM5	85363
ENSG00000275045	GTF2H2	2966
ENSG00000275045	GTF2H2	728340
ENSG00000277564	RBFOX2	23543
ENSG00000049656	CLPTM1L	81037
ENSG00000140682	TGFB1I1	7041
ENSG00000167658	EEF2	1938
ENSG00000164258	NDUFS4	4724
ENSG00000107186	MPDZ	8777
ENSG00000129255	MPDU1	9526
ENSG00000153982	GDPD1	284161
ENSG00000160959	LRRC14	9684
ENSG00000228425	VPS52	6293
ENSG00000101052	IFT52	51098
ENSG00000237190	CDKN2AIPNL	91368
ENSG00000174791	RIN1	9610
ENSG00000106927	AMBP	259
ENSG00000189337	KAZN	23254
ENSG00000100372	SLC25A17	10478
ENSG00000110013	SIAE	54414
ENSG00000167693	NXN	64359
ENSG00000162836	ACP6	51205
ENSG00000135919	SERPINE2	5270
ENSG00000120899	PTK2B	2185
ENSG00000184182	UBE2F	140739
ENSG00000170322	NFRKB	4798
ENSG00000204525	HLA-C	3107
ENSG00000105483	CARD8	22900
ENSG00000105486	LIG1	3978
ENSG00000116120	FARSB	10056
ENSG00000175110	MRPS22	56945
ENSG00000143995	MEIS1	4211
ENSG00000142945	KIF2C	11004
ENSG00000003756	RBM5	10181
ENSG00000099250	NRP1	8829
ENSG00000106976	DNM1	1759
ENSG00000149328	GLB1L2	89944
ENSG00000104524	PYCR3	65263
ENSG00000137337	MDC1	9656
ENSG00000196505	GDAP2	54834
ENSG00000126838	PZP	5858
ENSG00000107537	PHYH	5264
ENSG00000004866	ST7	7982
ENSG00000004866	ST7	93655
ENSG00000156603	MED19	219541
ENSG00000145819	ARHGAP26	23092
ENSG00000143061	IGSF3	3321
ENSG00000151065	DCP1B	196513
ENSG00000186866	POFUT2	23275
ENSG00000112578	BYSL	705
ENSG00000065615	CYB5R4	51167
ENSG00000151746	BICD1	636
ENSG00000099783	HNRNPM	4670
ENSG00000188559	RALGAPA2	57186
ENSG00000090339	ICAM1	3383
ENSG00000172943	PHF8	23133
ENSG00000060688	SNRNP40	9410
ENSG00000137404	NRM	11270
ENSG00000170627	GTSF1	121355
ENSG00000138758	SEPT11	55752
ENSG00000175390	EIF3F	8665
ENSG00000176978	DPP7	29952
ENSG00000135506	OS9	10956
ENSG00000153885	KCTD15	79047
ENSG00000206206	DAXX	1616
ENSG00000171863	RPS7	6201
ENSG00000145592	RPL37	6167
ENSG00000132522	GPS2	2874
ENSG00000099800	TIMM13	26517
ENSG00000233561	DHX16	8449
ENSG00000197405	C5AR1	728
ENSG00000206489	PPP1R10	5514
ENSG00000164930	FZD6	8323
ENSG00000169032	MAP2K1	5604
ENSG00000196459	TRAPPC2	6399
ENSG00000196459	TRAPPC2	10597
ENSG00000128606	LRRC17	10234
ENSG00000206505	HLA-A	3105
ENSG00000132466	ANKRD17	26057
ENSG00000119943	PYROXD2	84795
ENSG00000115252	PDE1A	5136
ENSG00000173221	GLRX	2745
ENSG00000069943	PIGB	9488
ENSG00000188761	BCL2L15	440603
ENSG00000162385	MAGOH	4116
ENSG00000140497	SCAMP2	10066
ENSG00000166136	NDUFB8	4714
ENSG00000088367	EPB41L1	2036
ENSG00000166135	HIF1AN	55662
ENSG00000172939	OXSR1	9943
ENSG00000112419	PHACTR2	9749
ENSG00000120705	ETF1	2107
ENSG00000123349	PFDN5	5204
ENSG00000143889	HNRNPLL	92906
ENSG00000171865	RNASEH1	246243
ENSG00000175084	DES	1674
ENSG00000182473	EXOC7	23265
ENSG00000174106	LEMD3	23592
ENSG00000172500	FIBP	9158
ENSG00000142449	FBN3	84467
ENSG00000135269	TES	26136
ENSG00000118200	CAMSAP2	23271
ENSG00000185432	METTL7A	25840
ENSG00000204822	MRPL53	116540
ENSG00000119772	DNMT3A	1788
ENSG00000181744	C3orf58	205428
ENSG00000109971	HSPA8	3312
ENSG00000129455	KLK8	11202
ENSG00000105281	SLC1A5	6510
ENSG00000018236	CNTN1	1272
ENSG00000127774	EMC6	83460
ENSG00000213977	TAX1BP3	30851
ENSG00000115211	EIF2B4	8890
ENSG00000196072	BLOC1S2	282991
ENSG00000153048	CARHSP1	23589
ENSG00000174827	PDZK1	5174
ENSG00000110811	P3H3	10536
ENSG00000169189	NSMCE1	197370
ENSG00000157214	STEAP2	261729
ENSG00000206509	HLA-F	3134
ENSG00000063601	MTMR1	8776
ENSG00000139618	BRCA2	675
ENSG00000178127	NDUFV2	4729
ENSG00000136286	MYO1G	64005
ENSG00000113300	CNOT6	57472
ENSG00000164080	RAD54L2	23132
ENSG00000244462	RBM12	10137
ENSG00000167755	KLK6	5653
ENSG00000101911	PRPS2	5634
ENSG00000140650	PMM2	5373
ENSG00000113845	TIMMDC1	51300
ENSG00000226704	HSPA1L	3305
ENSG00000244005	NFS1	9054
ENSG00000155363	MOV10	4343
ENSG00000164081	TEX264	51368
ENSG00000142973	CYP4B1	1580
ENSG00000060656	PTPRU	10076
ENSG00000168542	COL3A1	1281
ENSG00000075239	ACAT1	38
ENSG00000100106	TRIOBP	11078
ENSG00000235941	HSPA1A	3303
ENSG00000132581	SDF2	6388
ENSG00000164305	CASP3	836
ENSG00000169035	KLK7	5650
ENSG00000198793	MTOR	2475
ENSG00000125637	PSD4	23550
ENSG00000109111	SUPT6H	6830
ENSG00000175582	RAB6A	5870
ENSG00000166266	CUL5	8065
ENSG00000235067	TUBB	203068
ENSG00000137166	FOXP4	116113
ENSG00000104635	SLC39A14	23516
ENSG00000183044	ABAT	18
ENSG00000186141	POLR3C	10623
ENSG00000158402	CDC25C	995
ENSG00000013375	PGM3	5238
ENSG00000169583	CLIC3	9022
ENSG00000173698	ADGRG2	10149
ENSG00000138119	MYOF	26509
ENSG00000010610	CD4	920
ENSG00000187244	BCAM	4059
ENSG00000111897	SERINC1	57515
ENSG00000206493	HLA-E	3133
ENSG00000170275	CRTAP	10491
ENSG00000009844	VTA1	51534
ENSG00000130226	DPP6	1804
ENSG00000115593	SMYD1	150572
ENSG00000153066	TXNDC11	51061
ENSG00000050405	LIMA1	51474
ENSG00000039523	RIPOR1	79567
ENSG00000181722	ZBTB20	26137
ENSG00000197601	FAR1	84188
ENSG00000144161	ZC3H8	84524
ENSG00000070610	GBA2	57704
ENSG00000075415	SLC25A3	5250
ENSG00000139180	NDUFA9	4704
ENSG00000112983	BRD8	10902
ENSG00000101132	PFDN4	5203
ENSG00000241484	ARHGAP8	23779
ENSG00000130724	CHMP2A	27243
ENSG00000131375	CAPN7	23473
ENSG00000107651	SEC23IP	11196
ENSG00000130300	PLVAP	83483
ENSG00000117228	GBP1	2633
ENSG00000025800	KPNA6	23633
ENSG00000101210	EEF1A2	1917
ENSG00000104967	NOVA2	4858
ENSG00000109475	RPL34	6164
ENSG00000050820	BCAR1	9564
ENSG00000151726	ACSL1	2180
ENSG00000128928	IVD	3712
ENSG00000111674	ENO2	2026
ENSG00000175899	A2M	2
ENSG00000116209	TMEM59	9528
ENSG00000113790	EHHADH	1962
ENSG00000164008	C1orf50	79078
ENSG00000232421	TUBB	203068
ENSG00000151702	FLI1	2313
ENSG00000118579	MED28	80306
ENSG00000165516	KLHDC2	23588
ENSG00000171960	PPIH	10465
ENSG00000078687	TNRC6C	57690
ENSG00000115875	SRSF7	6432
ENSG00000237829	PPP1R11	6992
ENSG00000085871	MGST2	4258
ENSG00000243989	ACY1	95
ENSG00000213281	NRAS	4893
ENSG00000058799	YIPF1	54432
ENSG00000196363	WDR5	11091
ENSG00000142875	PRKACB	5567
ENSG00000133063	CHIT1	1118
ENSG00000132357	CARD6	84674
ENSG00000172466	ZNF24	7572
ENSG00000090097	PCBP4	57060
ENSG00000134504	KCTD1	284252
ENSG00000132356	PRKAA1	5562
ENSG00000099814	CEP170B	283638
ENSG00000096872	IFT74	80173
ENSG00000081019	RSBN1	54665
ENSG00000138495	COX17	10063
ENSG00000108528	SLC25A11	8402
ENSG00000108064	TFAM	7019
ENSG00000149948	HMGA2	8091
ENSG00000187475	HIST1H1T	3010
ENSG00000071537	SEL1L	6400
ENSG00000170231	FABP6	2172
ENSG00000092108	SCFD1	23256
ENSG00000152256	PDK1	5163
ENSG00000132669	RIN2	54453
ENSG00000198945	L3MBTL3	84456
ENSG00000124107	SLPI	6590
ENSG00000197136	PCNX3	399909
ENSG00000153310	FAM49B	51571
ENSG00000237335	PFDN6	10471
ENSG00000273899	NOL12	79159
ENSG00000002586	CD99	4267
ENSG00000144744	UBA3	9039
ENSG00000082074	FYB1	2533
ENSG00000206492	GNL1	2794
ENSG00000103275	UBE2I	7329
ENSG00000101752	MIB1	57534
ENSG00000156508	EEF1A1	1915
ENSG00000166387	PPFIBP2	8495
ENSG00000071994	PDCD2	5134
ENSG00000111726	CMAS	55907
ENSG00000135677	GNS	2799
ENSG00000184207	PGP	283871
ENSG00000114346	ECT2	1894
ENSG00000181472	ZBTB2	57621
ENSG00000141696	P3H4	10609
ENSG00000238104	PPP1R10	5514
ENSG00000103657	HERC1	8925
ENSG00000170525	PFKFB3	5209
ENSG00000134250	NOTCH2	4853
ENSG00000140264	SERF2	10169
ENSG00000140264	SERF2	100529067
ENSG00000012779	ALOX5	240
ENSG00000111348	ARHGDIB	397
ENSG00000088833	NSFL1C	55968
ENSG00000125149	C16orf70	80262
ENSG00000101974	ATP11C	286410
ENSG00000112984	KIF20A	10112
ENSG00000166181	API5	8539
ENSG00000241058	NSUN6	221078
ENSG00000166851	PLK1	5347
ENSG00000235107	RING1	6015
ENSG00000277377	SERPINA1	5265
ENSG00000143942	CHAC2	494143
ENSG00000284024	HSPA14	51182
ENSG00000125676	THOC2	57187
ENSG00000138785	INTS12	57117
ENSG00000136156	ITM2B	9445
ENSG00000138829	FBN2	2201
ENSG00000134030	CTIF	9811
ENSG00000138246	DNAJC13	23317
ENSG00000221914	PPP2R2A	5520
ENSG00000128268	MGAT3	4248
ENSG00000177666	PNPLA2	57104
ENSG00000134324	LPIN1	23175
ENSG00000153037	SRP19	6728
ENSG00000168101	NUDT16L1	84309
ENSG00000126062	TMEM115	11070
ENSG00000005194	CIAPIN1	57019
ENSG00000067829	IDH3G	3421
ENSG00000070159	PTPN3	5774
ENSG00000130706	ADRM1	11047
ENSG00000133835	HSD17B4	3295
ENSG00000229215	HLA-A	3105
ENSG00000004975	DVL2	1856
ENSG00000172292	CERS6	253782
ENSG00000187257	RSBN1L	222194
ENSG00000169919	GUSB	2990
ENSG00000113504	SLC12A7	10723
ENSG00000115310	RTN4	57142
ENSG00000086848	ALG9	79796
ENSG00000243279	PRAF2	11230
ENSG00000167191	GPRC5B	51704
ENSG00000198874	TYW1	55253
ENSG00000103356	EARS2	124454
ENSG00000243719	HLA-DMA	3108
ENSG00000160862	AZGP1	563
ENSG00000144395	CCDC150	284992
ENSG00000124214	STAU1	6780
ENSG00000114982	KANSL3	55683
ENSG00000141741	MIEN1	84299
ENSG00000169083	AR	367
ENSG00000162298	SYVN1	84447
ENSG00000121053	EPX	8288
ENSG00000204463	BAG6	7917
ENSG00000173992	CCS	9973
ENSG00000136451	VEZF1	7716
ENSG00000107819	SFXN3	81855
ENSG00000125779	PANK2	80025
ENSG00000006715	VPS41	27072
ENSG00000231479	SLC44A4	80736
ENSG00000082196	C1QTNF3	114899
ENSG00000168386	FILIP1L	11259
ENSG00000187193	MT1X	4501
ENSG00000110651	CD81	975
ENSG00000096070	BRPF3	27154
ENSG00000100416	TRMU	55687
ENSG00000005100	DHX33	56919
ENSG00000156711	MAPK13	5603
ENSG00000091136	LAMB1	3912
ENSG00000070882	OSBPL3	26031
ENSG00000104907	TRMT1	55621
ENSG00000227315	NEU1	4758
ENSG00000156170	NDUFAF6	137682
ENSG00000124207	CSE1L	1434
ENSG00000006007	GDE1	51573
ENSG00000102710	SUPT20H	55578
ENSG00000176715	ACSF3	197322
ENSG00000149923	PPP4C	5531
ENSG00000172175	MALT1	10892
ENSG00000107020	PLGRKT	55848
ENSG00000198125	MB	4151
ENSG00000114902	SPCS1	28972
ENSG00000136842	TMOD1	7111
ENSG00000166444	ST5	6764
ENSG00000023287	RB1CC1	9821
ENSG00000177082	WDR73	84942
ENSG00000133997	MED6	10001
ENSG00000266094	RASSF5	83593
ENSG00000138071	ACTR2	10097
ENSG00000174607	UGT8	7368
ENSG00000214753	HNRNPUL2	221092
ENSG00000069275	NUCKS1	64710
ENSG00000239900	ADSL	158
ENSG00000136205	TNS3	64759
ENSG00000012061	ERCC1	2067
ENSG00000130150	MOSPD2	158747
ENSG00000141458	NPC1	4864
ENSG00000119616	FCF1	51077
ENSG00000180098	TRNAU1AP	54952
ENSG00000103381	CPPED1	55313
ENSG00000050426	LETMD1	25875
ENSG00000188783	PRELP	5549
ENSG00000164307	ERAP1	51752
ENSG00000197043	ANXA6	309
ENSG00000198901	PRC1	9055
ENSG00000130638	ATXN10	25814
ENSG00000162409	PRKAA2	5563
ENSG00000029993	HMGB3	3149
ENSG00000138162	TACC2	10579
ENSG00000105202	FBL	2091
ENSG00000103061	SLC7A6OS	84138
ENSG00000077942	FBLN1	2192
ENSG00000144597	EAF1	85403
ENSG00000129988	LBP	3929
ENSG00000101940	WDR13	64743
ENSG00000164163	ABCE1	6059
ENSG00000151500	THYN1	29087
ENSG00000134375	TIMM17A	10440
ENSG00000130332	LSM7	51690
